name,card_number,bank_name,transaction_date,amount,location,transaction_type,description,merchant,transaction_id,transaction_status,country,is_fraud,dataset
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-01T00:03:04,28.75,Delhi,Debit,Jewelry Purchase,Tanishq,11cb6abc-86f3-4de0-916e-653328a15bb9,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-01T03:20:58,6.19,Chennai,Debit,Online Purchase,Amazon,47b6754f-8004-4293-8ed2-c7654b34f976,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-01T05:08:00,170.95,Delhi,Credit,Travel Expense,IRCTC,82773c82-eeb2-4d3b-b5ff-e25d7089d4aa,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-01T05:59:40,19.48,Chennai,Debit,Grocery Shopping,Big Bazaar,55a04e8c-7d65-4f5c-8658-c4a56fe72b6e,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-01T11:54:32,60.73,Delhi,Debit,Entertainment,BookMyShow,27fe6505-7bc0-4e0f-a7cd-00558e81b9fc,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-01T19:33:29,14.76,Kolkata,Debit,Grocery Shopping,Big Bazaar,3d958d30-9a1f-4807-b359-b055009f16ea,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-02T02:36:02,8.53,Mumbai,Debit,Grocery Shopping,Big Bazaar,04e13840-c04b-46da-bd4e-12f9303cddd8,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-02T07:57:11,37.34,Mumbai,Debit,Cash Withdrawal,ATM,cb0100c2-bb09-4f35-b787-93e1fb7eefd9,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-02T14:40:56,17.73,Kolkata,Credit,Utility Bill Payment,Paytm,8d52f237-538b-4556-9cd9-d9c6e638daa6,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-03T01:38:19,26.23,Lucknow,Credit,Flight Ticket,SpiceJet,20f7fe30-7228-4f14-8295-fc3bd7953a7a,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-03T03:32:07,87.28,Kolkata,Debit,Clothing Purchase,H&M,43adeffc-a2ff-4de6-b604-612f1eb8679d,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-03T16:09:43,19.28,Delhi,Debit,Clothing Purchase,H&M,a0214774-2772-43b0-ba09-cf31bd820bfc,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-04T06:48:39,15.26,Bangalore,Credit,Hotel Booking,OYO,1b9ee9cc-1d7d-4bd4-a94f-599fc4457961,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-04T07:00:28,49.48,Mumbai,Debit,Credit Card Bill Payment,SBI,01846348-01e1-41ec-8729-8ac2e00376da,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-04T13:23:22,4.61,Bangalore,Credit,Home Improvement,IKEA,a79334b7-544b-414f-abac-74288afdb6ed,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-04T17:18:30,35.93,Tokyo,Debit,Gift Purchase,Archies,eeec45ee-c08a-46fe-bd65-8f489ebfa734,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-05T00:56:53,9.82,Berlin,Debit,Education Expense,Coursera,0dc5da52-98f1-4feb-81b2-33f465b887eb,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-05T07:48:01,30.37,Hyderabad,Credit,Flight Ticket,SpiceJet,8c095863-8bd8-437b-876d-b44fc9c8bb67,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-05T14:36:01,23.5,Bangalore,Credit,Restaurant Dining,Zomato,007a477e-5f99-4281-964c-64834d9f60cf,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-06T14:21:13,30.3,Delhi,Debit,Online Purchase,Amazon,ddfd2080-944e-495c-99ae-58ae8fe6452e,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-06T17:48:57,32.0,Jaipur,Debit,Travel Expense,IRCTC,792da4f6-52e6-4bca-84b0-6c06567d65ce,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-06T22:44:05,60.51,Kolkata,Credit,Flight Ticket,SpiceJet,d35ddb09-b01c-4397-861f-e11fa0a47aee,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-07T01:51:28,17.73,Ahmedabad,Debit,Online Purchase,Amazon,8795b845-b3ec-4c9a-a5f5-54e858b00fd8,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-07T07:37:44,10.34,Kolkata,Debit,Credit Card Bill Payment,SBI,d1b4f3f1-a9b6-4862-b83e-2a8cde3affad,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-07T11:35:24,59.06,Pune,Debit,Clothing Purchase,H&M,91b431f8-defc-4fff-928e-1c3055908959,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-07T12:03:27,171.65,Jaipur,Debit,Clothing Purchase,H&M,37373c9c-c0fe-4a99-9c37-9708fadf4c83,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-07T16:18:18,8.75,Lucknow,Debit,Gift Purchase,Archies,d5deb23a-7041-46eb-8526-729779a35992,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-08T10:45:20,17.94,Ahmedabad,Debit,Education Expense,Coursera,3f09d779-5682-4d7b-b2cb-9afe769453e2,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-08T13:18:06,14.14,Lucknow,Debit,Education Expense,Coursera,7ebdc8df-7920-4c0c-98e9-3d6404ba123a,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-08T17:34:36,14.56,Pune,Credit,Utility Bill Payment,Paytm,9501caf4-211d-48f0-b3ad-8c5f6ad04dcb,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-09T13:09:44,46.7,Mumbai,Credit,Gift Purchase,Archies,0db107f0-20e3-4cd8-ac22-60964c0e7bf3,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-09T15:00:41,5.73,Mumbai,Debit,Education Expense,Coursera,0d0ac573-d2b3-43b0-af35-f978000fcb14,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-10T20:05:16,6.19,Hyderabad,Credit,Online Purchase,Amazon,e818fc90-07ab-4210-8ba2-d2f8e2181783,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-11T13:57:34,41.03,Lucknow,Debit,Online Purchase,Amazon,60fe45c3-7c97-4d6b-b72e-34af5421572b,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-11T16:45:48,4.67,Lucknow,Credit,Cash Withdrawal,ATM,ae9eaf7a-9953-4cc8-8145-55ed3d847772,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-12T10:57:49,20.1,Pune,Debit,Fuel Expense,Indian Oil,5121500c-a613-45bd-a53d-8f04b547437a,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-12T23:00:41,14.37,Chennai,Debit,Hotel Booking,OYO,9792ac12-c515-4b72-ad61-9ef2e82bfbbd,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-13T00:06:39,65.07,Kolkata,Debit,Salary Credit,Company Pvt Ltd,6b1bddfa-87d0-4ab8-b151-958e9e7f201a,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-13T06:58:30,45.9,Delhi,Credit,Home Improvement,IKEA,a96c4065-3b39-4360-9935-84b15a61f7a7,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-13T13:52:49,192.32,Pune,Credit,Restaurant Dining,Zomato,93702c6d-b441-46da-9520-e251f62ee847,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-15T01:44:51,11.02,Kolkata,Credit,Investment,Zerodha,b30fa0e7-d3f7-407d-a327-aae33e108c21,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-15T06:21:05,68.04,Hyderabad,Debit,Credit Card Bill Payment,SBI,eec0d5a7-05c3-4574-aba6-227d9a0ccb2d,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-15T09:53:37,9.37,Chennai,Debit,Fuel Expense,Indian Oil,cb990e01-0f8f-4a6a-874c-e7170a8aad85,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-15T15:30:18,271.59,Toronto,Credit,Fuel Expense,Indian Oil,ccdd0370-eb31-4229-bf03-f66032f9e381,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-16T02:34:29,27.22,Kolkata,Debit,Cash Withdrawal,ATM,e54e274d-9008-43f4-9654-632063c0a2a8,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-16T07:42:45,9.48,Bangalore,Debit,Fuel Expense,Indian Oil,b21629c0-8482-497a-9dc1-c515739e62fe,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-16T16:20:41,72.01,Mumbai,Credit,Utility Bill Payment,Paytm,f438c6c5-6216-4c1c-9d78-d53d6c2a02d4,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-16T22:44:47,35.62,New York,Debit,Flight Ticket,SpiceJet,ca0d64be-9cbb-42c2-8693-cd375e0a822d,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-17T07:01:48,45.44,Sydney,Debit,Salary Credit,Company Pvt Ltd,d1e9307e-0747-4a22-8be9-fd84bd6b26ee,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-18T02:59:55,22.4,Jaipur,Debit,Cash Withdrawal,ATM,d935a278-b071-4e76-89c5-727288c6378f,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-18T10:36:03,22.16,Mumbai,Debit,Grocery Shopping,Big Bazaar,b127122e-5c4e-4705-9f8f-21822f5cd97f,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-19T05:22:31,32.36,Lucknow,Credit,Home Improvement,IKEA,99b0bdb3-6cca-41cd-90a1-91eb59fde5f8,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-19T09:06:20,61.3,Bangalore,Credit,Education Expense,Coursera,750e8743-f10d-4a37-9c58-8f47b4802a9f,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-19T20:45:49,54.65,Hyderabad,Debit,Jewelry Purchase,Tanishq,6609a9f2-338a-40d8-9701-59c5c5e827ba,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-20T01:13:08,17.62,Ahmedabad,Debit,Hotel Booking,OYO,8817205a-6ec6-478f-8a98-e95edf4a7b19,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-21T00:16:10,90.05,San Francisco,Credit,Hotel Booking,OYO,84dd57cd-0d63-412b-a36e-69a1cd3ef909,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-21T04:59:13,20.8,Kolkata,Debit,Restaurant Dining,Zomato,a8affa3e-3da0-43ea-a184-964d56e06a91,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-21T18:43:51,36.68,Chennai,Debit,Education Expense,Coursera,60d0f397-77ab-487f-9a91-739a379ddfb3,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-22T05:41:31,49.35,Ahmedabad,Credit,Medical Expense,Apollo,255524d4-0619-4c87-891f-d0b12e5e4c72,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-22T09:06:01,24.2,Lucknow,Credit,Home Improvement,IKEA,0f5b26b1-1405-4401-9b41-fa5d26c285fa,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-22T10:13:36,27.62,Lucknow,Debit,Entertainment,BookMyShow,ff1320e7-954e-4962-8225-97a6b37a30ad,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-23T04:22:32,36.84,Lucknow,Debit,Restaurant Dining,Zomato,3cb7c488-06b6-4a58-9be2-7493d3fe03f1,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-23T08:01:52,26.09,Hyderabad,Credit,Travel Expense,IRCTC,790ab9a9-d06c-4692-993f-ee360936bd0b,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-23T20:42:05,8.3,Ahmedabad,Debit,Grocery Shopping,Big Bazaar,f0ab97f5-2eed-493f-964a-e04d05577e30,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-24T07:28:10,6.2,Sydney,Credit,Cash Withdrawal,ATM,5d52577b-ff98-49f9-95b7-6643faa39c20,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-24T19:45:26,11.1,Mumbai,Debit,Fuel Expense,Indian Oil,44c39639-fed7-4676-a969-041adb2429f4,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-25T01:02:26,105.93,Tokyo,Debit,Salary Credit,Company Pvt Ltd,a19d5389-6270-48e5-af80-631357890e19,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-25T03:20:54,25.27,Lucknow,Credit,Travel Expense,IRCTC,21163a47-8138-4024-9243-0c4334628460,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-26T13:14:09,15.27,Kolkata,Credit,Clothing Purchase,H&M,b045229e-bc7f-4761-9cdf-1cb3457b3043,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-26T20:31:41,2.81,Hyderabad,Debit,Credit Card Bill Payment,SBI,5a5a8617-0548-46d2-b5a0-51b958abaf38,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-27T03:18:37,12.16,Ahmedabad,Debit,Cash Withdrawal,ATM,acad7610-ec58-4db0-8734-3e0be5c86a21,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-27T03:25:38,11.69,Pune,Credit,Gift Purchase,Archies,649c9bde-1ff0-4fd8-b667-53829926a999,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-27T03:50:13,139.33,Jaipur,Debit,Cash Withdrawal,ATM,1e0254ba-7df3-4086-95f5-b939374c9ae4,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-27T07:07:11,18.92,Kolkata,Debit,Grocery Shopping,Big Bazaar,b3c3e057-37cb-4304-b1ce-b9211bb26332,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-27T12:42:37,16.27,Ahmedabad,Debit,Jewelry Purchase,Tanishq,bd6c62cf-c151-4802-a65e-65df6415b4a9,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-28T00:29:25,26.11,Chennai,Credit,Grocery Shopping,Big Bazaar,5298a949-3175-4643-b474-8eba09a36b0f,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-28T17:24:42,60.61,Kolkata,Credit,Hotel Booking,OYO,54ce7d99-cde7-423b-a17f-5c2a288fe96d,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-29T16:53:32,109.76,Chennai,Credit,Travel Expense,IRCTC,0209f94b-7a43-4fd4-8af6-3e9478af8eb5,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-01-29T18:22:10,39.66,Mumbai,Credit,Fuel Expense,Indian Oil,7b2ddb8f-10c1-4030-89ee-b2564ad24181,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-01T00:44:43,28.17,Bangalore,Credit,Clothing Purchase,H&M,58c8c5c5-1b68-422d-bb13-0f8c8d9321fe,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-01T06:38:25,4.91,Paris,Credit,Electronics Purchase,Croma,43792f1b-07df-4e05-97b0-cf152e4010e1,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-01T10:11:41,13.9,Lucknow,Debit,Clothing Purchase,H&M,afceb38f-7244-4617-880c-83df8b6525ca,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-01T13:38:52,88.23,Kolkata,Debit,Education Expense,Coursera,39df7e81-7783-4988-9d47-cc735c9a9081,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-02T11:06:08,21.2,Mumbai,Credit,Investment,Zerodha,12c95e78-fb14-45d2-ad93-0a87e5ce4b94,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-02T12:22:08,28.01,Chennai,Debit,Flight Ticket,SpiceJet,67b839d7-7117-423d-b536-9399f812eec9,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-03T05:14:32,8.2,Paris,Credit,Cash Withdrawal,ATM,af5d41be-aa05-479f-9fd5-d96d11818f14,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-03T15:28:23,28.47,Jaipur,Debit,Salary Credit,Company Pvt Ltd,07498271-4856-42c5-9f13-3bbe1b572935,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-05T05:27:07,23.47,Delhi,Debit,Fuel Expense,Indian Oil,a5216d55-caed-4fc8-9f76-93aeb1cadb15,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-05T19:44:28,46.66,Ahmedabad,Credit,Electronics Purchase,Croma,a57fbade-64f0-46fa-96a2-1d3892114d6d,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-06T02:17:15,21.65,Pune,Credit,Credit Card Bill Payment,SBI,6df015a0-5601-4f97-82ab-95f08ea2c91f,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-06T05:00:57,11.49,Chennai,Credit,Home Improvement,IKEA,310a30ee-979f-491d-8ed0-0e4d10d33190,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-06T19:17:37,26.98,Pune,Debit,Hotel Booking,OYO,209007d8-0fd4-497b-bed8-f22c7203f8ca,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-07T07:47:17,27.98,Lucknow,Debit,Education Expense,Coursera,9899280a-1f55-4a79-ba4c-5deec97e5559,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-07T22:02:06,55.68,Ahmedabad,Debit,Education Expense,Coursera,1639f66b-c15b-4e6c-a249-5859dc0cfcba,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-08T04:05:43,25.48,Sydney,Credit,Utility Bill Payment,Paytm,f72684e1-c739-46e2-a2be-769f41b2186d,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-09T21:20:59,53.14,Hyderabad,Debit,Flight Ticket,SpiceJet,7531d64d-a307-4408-857b-b3d107ff845a,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-10T00:22:14,9.95,Ahmedabad,Credit,Utility Bill Payment,Paytm,4bd0ea03-fa64-430a-916e-e126cfd5db0c,Failed,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-10T13:42:31,3.57,Berlin,Debit,Clothing Purchase,H&M,fe95ff7f-ad04-4338-b69c-a4ef844cf50e,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-10T17:44:24,11.31,Ahmedabad,Debit,Clothing Purchase,H&M,5a47f97a-187e-413d-8604-7d665c735cb4,Success,India,True,train
Sagar Bhatia,4539-4512-7865-2345,SBI,2020-02-11T03:09:56,69.05,Bangalore,Debit,Flight Ticket,SpiceJet,6aa6f33a-1dc4-46bf-a56d-44328925c72d,Success,India,True,train
